Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Sudeste;São Paulo;Feminino;91 a 100;B-Condutor Carro;22.769
Sudeste;São Paulo;Feminino;91 a 100;C-Condutor Caminhão;39
Sudeste;São Paulo;Feminino;91 a 100;D-Condutor Ônibus;26
Sudeste;São Paulo;Feminino;91 a 100;E-Condutor Carreta;1
Sudeste;São Paulo;Feminino;101 a 120;A-Condutor Moto;1
Sudeste;São Paulo;Feminino;101 a 120;AB-Condutor Moto/Carro;5
Sudeste;São Paulo;Feminino;101 a 120;B-Condutor Carro;1.140
Sudeste;São Paulo;Feminino;101 a 120;C-Condutor Caminhão;3
Sudeste;São Paulo;Feminino;101 a 120;D-Condutor Ônibus;1
Sul;Paraná;Masculino;18 a 21;A-Condutor Moto;1.202
Sul;Paraná;Masculino;18 a 21;AB-Condutor Moto/Carro;79.196
Sul;Paraná;Masculino;18 a 21;AC-Condutor Moto/Caminhão;1.942
Sul;Paraná;Masculino;18 a 21;AD-Condutor Moto/Ônibus;384
Sul;Paraná;Masculino;18 a 21;AE-Condutor Moto/Carreta;91
Sul;Paraná;Masculino;18 a 21;B-Condutor Carro;34.104
Sul;Paraná;Masculino;18 a 21;C-Condutor Caminhão;422
Sul;Paraná;Masculino;18 a 21;D-Condutor Ônibus;61
Sul;Paraná;Masculino;18 a 21;E-Condutor Carreta;18
Sul;Paraná;Masculino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Masculino;22 a 25;A-Condutor Moto;3.555
Sul;Paraná;Masculino;22 a 25;AB-Condutor Moto/Carro;151.575
Sul;Paraná;Masculino;22 a 25;AC-Condutor Moto/Caminhão;4.620
Sul;Paraná;Masculino;22 a 25;AD-Condutor Moto/Ônibus;9.125
Sul;Paraná;Masculino;22 a 25;AE-Condutor Moto/Carreta;2.430
Sul;Paraná;Masculino;22 a 25;B-Condutor Carro;71.992
Sul;Paraná;Masculino;22 a 25;C-Condutor Caminhão;926
Sul;Paraná;Masculino;22 a 25;D-Condutor Ônibus;1.578
Sul;Paraná;Masculino;22 a 25;E-Condutor Carreta;470
Sul;Paraná;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;8
Sul;Paraná;Masculino;26 a 30;A-Condutor Moto;5.113
Sul;Paraná;Masculino;26 a 30;AB-Condutor Moto/Carro;207.623
Sul;Paraná;Masculino;26 a 30;AC-Condutor Moto/Caminhão;7.968
Sul;Paraná;Masculino;26 a 30;AD-Condutor Moto/Ônibus;26.185
Sul;Paraná;Masculino;26 a 30;AE-Condutor Moto/Carreta;10.009
Sul;Paraná;Masculino;26 a 30;B-Condutor Carro;91.184
Sul;Paraná;Masculino;26 a 30;C-Condutor Caminhão;1.417
Sul;Paraná;Masculino;26 a 30;D-Condutor Ônibus;4.174
Sul;Paraná;Masculino;26 a 30;E-Condutor Carreta;1.591
Sul;Paraná;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;16
Sul;Paraná;Masculino;26 a 30;XD-Condutor Ciclomotor/Ônibus;2
Sul;Paraná;Masculino;31 a 40;A-Condutor Moto;8.686
Sul;Paraná;Masculino;31 a 40;AB-Condutor Moto/Carro;370.016
Sul;Paraná;Masculino;31 a 40;AC-Condutor Moto/Caminhão;22.158
Sul;Paraná;Masculino;31 a 40;AD-Condutor Moto/Ônibus;80.581
Sul;Paraná;Masculino;31 a 40;AE-Condutor Moto/Carreta;46.329
Sul;Paraná;Masculino;31 a 40;B-Condutor Carro;201.857
Sul;Paraná;Masculino;31 a 40;C-Condutor Caminhão;6.027
Sul;Paraná;Masculino;31 a 40;D-Condutor Ônibus;19.529
Sul;Paraná;Masculino;31 a 40;E-Condutor Carreta;12.139
Sul;Paraná;Masculino;31 a 40;X-Condutor Ciclomotor;1
Sul;Paraná;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;71
Sul;Paraná;Masculino;31 a 40;XC-Condutor Ciclomotor/Caminhão;8
Sul;Paraná;Masculino;31 a 40;XD-Condutor Ciclomotor/Ônibus;4
Sul;Paraná;Masculino;31 a 40;XE-Condutor Ciclomotor/Carreta;6
Sul;Paraná;Masculino;41 a 50;A-Condutor Moto;5.823
Sul;Paraná;Masculino;41 a 50;AB-Condutor Moto/Carro;220.354
Sul;Paraná;Masculino;41 a 50;AC-Condutor Moto/Caminhão;37.076
Sul;Paraná;Masculino;41 a 50;AD-Condutor Moto/Ônibus;60.095
Sul;Paraná;Masculino;41 a 50;AE-Condutor Moto/Carreta;49.460
Sul;Paraná;Masculino;41 a 50;B-Condutor Carro;215.189
Sul;Paraná;Masculino;41 a 50;C-Condutor Caminhão;19.238
Sul;Paraná;Masculino;41 a 50;D-Condutor Ônibus;31.614
Sul;Paraná;Masculino;41 a 50;E-Condutor Carreta;26.860
Sul;Paraná;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;43
Sul;Paraná;Masculino;41 a 50;XC-Condutor Ciclomotor/Caminhão;6
Sul;Paraná;Masculino;41 a 50;XD-Condutor Ciclomotor/Ônibus;3
Sul;Paraná;Masculino;41 a 50;XE-Condutor Ciclomotor/Carreta;16
Sul;Paraná;Masculino;51 a 60;A-Condutor Moto;4.092
Sul;Paraná;Masculino;51 a 60;AB-Condutor Moto/Carro;146.665
Sul;Paraná;Masculino;51 a 60;AC-Condutor Moto/Caminhão;53.638
Sul;Paraná;Masculino;51 a 60;AD-Condutor Moto/Ônibus;33.224
Sul;Paraná;Masculino;51 a 60;AE-Condutor Moto/Carreta;33.226
Sul;Paraná;Masculino;51 a 60;B-Condutor Carro;185.655
Sul;Paraná;Masculino;51 a 60;C-Condutor Caminhão;37.817
Sul;Paraná;Masculino;51 a 60;D-Condutor Ônibus;27.090
Sul;Paraná;Masculino;51 a 60;E-Condutor Carreta;23.908
Sul;Paraná;Masculino;51 a 60;X-Condutor Ciclomotor;3
Sul;Paraná;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;33
Sul;Paraná;Masculino;51 a 60;XC-Condutor Ciclomotor/Caminhão;11
Sul;Paraná;Masculino;51 a 60;XD-Condutor Ciclomotor/Ônibus;2
Sul;Paraná;Masculino;51 a 60;XE-Condutor Ciclomotor/Carreta;7
Sul;Paraná;Masculino;61 a 70;A-Condutor Moto;1.280
Sul;Paraná;Masculino;61 a 70;AB-Condutor Moto/Carro;64.432
Sul;Paraná;Masculino;61 a 70;AC-Condutor Moto/Caminhão;23.421
Sul;Paraná;Masculino;61 a 70;AD-Condutor Moto/Ônibus;12.410
Sul;Paraná;Masculino;61 a 70;AE-Condutor Moto/Carreta;9.969
Sul;Paraná;Masculino;61 a 70;B-Condutor Carro;167.800
Sul;Paraná;Masculino;61 a 70;C-Condutor Caminhão;46.400
Sul;Paraná;Masculino;61 a 70;D-Condutor Ônibus;24.780
Sul;Paraná;Masculino;61 a 70;E-Condutor Carreta;19.106
Sul;Paraná;Masculino;61 a 70;X-Condutor Ciclomotor;1
Sul;Paraná;Masculino;61 a 70;XB-Condutor Ciclomotor/Carro;9
Sul;Paraná;Masculino;61 a 70;XD-Condutor Ciclomotor/Ônibus;1
Sul;Paraná;Masculino;61 a 70;XE-Condutor Ciclomotor/Carreta;1
Sul;Paraná;Masculino;71 a 80;A-Condutor Moto;372
Sul;Paraná;Masculino;71 a 80;AB-Condutor Moto/Carro;23.267
Sul;Paraná;Masculino;71 a 80;AC-Condutor Moto/Caminhão;4.024
Sul;Paraná;Masculino;71 a 80;AD-Condutor Moto/Ônibus;3.046
Sul;Paraná;Masculino;71 a 80;AE-Condutor Moto/Carreta;1.151
Sul;Paraná;Masculino;71 a 80;B-Condutor Carro;121.850
Sul;Paraná;Masculino;71 a 80;C-Condutor Caminhão;20.523
Sul;Paraná;Masculino;71 a 80;D-Condutor Ônibus;14.252
Sul;Paraná;Masculino;71 a 80;E-Condutor Carreta;5.119
Sul;Paraná;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Masculino;71 a 80;XE-Condutor Ciclomotor/Carreta;2
Sul;Paraná;Masculino;81 a 90;A-Condutor Moto;100
Sul;Paraná;Masculino;81 a 90;AB-Condutor Moto/Carro;5.660
Sul;Paraná;Masculino;81 a 90;AC-Condutor Moto/Caminhão;1.070
Sul;Paraná;Masculino;81 a 90;AD-Condutor Moto/Ônibus;791
Sul;Paraná;Masculino;81 a 90;AE-Condutor Moto/Carreta;87
Sul;Paraná;Masculino;81 a 90;B-Condutor Carro;57.894
Sul;Paraná;Masculino;81 a 90;C-Condutor Caminhão;10.468
Sul;Paraná;Masculino;81 a 90;D-Condutor Ônibus;7.487
Sul;Paraná;Masculino;81 a 90;E-Condutor Carreta;884
Sul;Paraná;Masculino;91 a 100;A-Condutor Moto;9
Sul;Paraná;Masculino;91 a 100;AB-Condutor Moto/Carro;833
Sul;Paraná;Masculino;91 a 100;AC-Condutor Moto/Caminhão;123
Sul;Paraná;Masculino;91 a 100;AD-Condutor Moto/Ônibus;152
Sul;Paraná;Masculino;91 a 100;AE-Condutor Moto/Carreta;4
Sul;Paraná;Masculino;91 a 100;B-Condutor Carro;16.858
Sul;Paraná;Masculino;91 a 100;C-Condutor Caminhão;2.329
Sul;Paraná;Masculino;91 a 100;D-Condutor Ônibus;2.045
Sul;Paraná;Masculino;91 a 100;E-Condutor Carreta;52
Sul;Paraná;Masculino;101 a 120;A-Condutor Moto;1
Sul;Paraná;Masculino;101 a 120;AB-Condutor Moto/Carro;59
Sul;Paraná;Masculino;101 a 120;AC-Condutor Moto/Caminhão;6
Sul;Paraná;Masculino;101 a 120;AD-Condutor Moto/Ônibus;4
Sul;Paraná;Masculino;101 a 120;B-Condutor Carro;1.578
Sul;Paraná;Masculino;101 a 120;C-Condutor Caminhão;102
Sul;Paraná;Masculino;101 a 120;D-Condutor Ônibus;92
Sul;Paraná;Masculino;101 a 120;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Feminino;18 a 21;A-Condutor Moto;675
Sul;Paraná;Feminino;18 a 21;AB-Condutor Moto/Carro;29.441
Sul;Paraná;Feminino;18 a 21;AC-Condutor Moto/Caminhão;26
Sul;Paraná;Feminino;18 a 21;AD-Condutor Moto/Ônibus;8
Sul;Paraná;Feminino;18 a 21;B-Condutor Carro;36.988
Sul;Paraná;Feminino;18 a 21;C-Condutor Caminhão;11
Sul;Paraná;Feminino;18 a 21;D-Condutor Ônibus;5
Sul;Paraná;Feminino;18 a 21;XB-Condutor Ciclomotor/Carro;2
Sul;Paraná;Feminino;22 a 25;A-Condutor Moto;2.778
Sul;Paraná;Feminino;22 a 25;AB-Condutor Moto/Carro;70.312
Sul;Paraná;Feminino;22 a 25;AC-Condutor Moto/Caminhão;73
Sul;Paraná;Feminino;22 a 25;AD-Condutor Moto/Ônibus;320
Sul;Paraná;Feminino;22 a 25;AE-Condutor Moto/Carreta;30
Sul;Paraná;Feminino;22 a 25;B-Condutor Carro;88.812
Sul;Paraná;Feminino;22 a 25;C-Condutor Caminhão;36
Sul;Paraná;Feminino;22 a 25;D-Condutor Ônibus;138
Sul;Paraná;Feminino;22 a 25;E-Condutor Carreta;5
Sul;Paraná;Feminino;22 a 25;XB-Condutor Ciclomotor/Carro;3
Sul;Paraná;Feminino;26 a 30;A-Condutor Moto;5.062
Sul;Paraná;Feminino;26 a 30;AB-Condutor Moto/Carro;118.068
Sul;Paraná;Feminino;26 a 30;AC-Condutor Moto/Caminhão;151
Sul;Paraná;Feminino;26 a 30;AD-Condutor Moto/Ônibus;1.263
Sul;Paraná;Feminino;26 a 30;AE-Condutor Moto/Carreta;154
Sul;Paraná;Feminino;26 a 30;B-Condutor Carro;133.928
Sul;Paraná;Feminino;26 a 30;C-Condutor Caminhão;60
Sul;Paraná;Feminino;26 a 30;D-Condutor Ônibus;456
Sul;Paraná;Feminino;26 a 30;E-Condutor Carreta;22
Sul;Paraná;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;9
Sul;Paraná;Feminino;31 a 40;A-Condutor Moto;9.697
Sul;Paraná;Feminino;31 a 40;AB-Condutor Moto/Carro;214.583
Sul;Paraná;Feminino;31 a 40;AC-Condutor Moto/Caminhão;436
Sul;Paraná;Feminino;31 a 40;AD-Condutor Moto/Ônibus;4.373
Sul;Paraná;Feminino;31 a 40;AE-Condutor Moto/Carreta;723
Sul;Paraná;Feminino;31 a 40;B-Condutor Carro;335.074
Sul;Paraná;Feminino;31 a 40;C-Condutor Caminhão;271
Sul;Paraná;Feminino;31 a 40;D-Condutor Ônibus;2.441
Sul;Paraná;Feminino;31 a 40;E-Condutor Carreta;210
Sul;Paraná;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;46
Sul;Paraná;Feminino;41 a 50;A-Condutor Moto;5.898
Sul;Paraná;Feminino;41 a 50;AB-Condutor Moto/Carro;98.616
Sul;Paraná;Feminino;41 a 50;AC-Condutor Moto/Caminhão;540
Sul;Paraná;Feminino;41 a 50;AD-Condutor Moto/Ônibus;3.014
Sul;Paraná;Feminino;41 a 50;AE-Condutor Moto/Carreta;630
Sul;Paraná;Feminino;41 a 50;B-Condutor Carro;321.108
Sul;Paraná;Feminino;41 a 50;C-Condutor Caminhão;556
Sul;Paraná;Feminino;41 a 50;D-Condutor Ônibus;3.468
Sul;Paraná;Feminino;41 a 50;E-Condutor Carreta;344
Sul;Paraná;Feminino;41 a 50;XB-Condutor Ciclomotor/Carro;43
Sul;Paraná;Feminino;41 a 50;XC-Condutor Ciclomotor/Caminhão;1
Sul;Paraná;Feminino;41 a 50;XE-Condutor Ciclomotor/Carreta;4
Sul;Paraná;Feminino;51 a 60;A-Condutor Moto;2.418
Sul;Paraná;Feminino;51 a 60;AB-Condutor Moto/Carro;41.582
Sul;Paraná;Feminino;51 a 60;AC-Condutor Moto/Caminhão;640
Sul;Paraná;Feminino;51 a 60;AD-Condutor Moto/Ônibus;1.185
Sul;Paraná;Feminino;51 a 60;AE-Condutor Moto/Carreta;283
Sul;Paraná;Feminino;51 a 60;B-Condutor Carro;239.056
Sul;Paraná;Feminino;51 a 60;C-Condutor Caminhão;1.042
Sul;Paraná;Feminino;51 a 60;D-Condutor Ônibus;2.274
Sul;Paraná;Feminino;51 a 60;E-Condutor Carreta;236
Sul;Paraná;Feminino;51 a 60;X-Condutor Ciclomotor;1
Sul;Paraná;Feminino;51 a 60;XB-Condutor Ciclomotor/Carro;8
Sul;Paraná;Feminino;51 a 60;XE-Condutor Ciclomotor/Carreta;3
Sul;Paraná;Feminino;61 a 70;A-Condutor Moto;400
Sul;Paraná;Feminino;61 a 70;AB-Condutor Moto/Carro;10.147
Sul;Paraná;Feminino;61 a 70;AC-Condutor Moto/Caminhão;235
Sul;Paraná;Feminino;61 a 70;AD-Condutor Moto/Ônibus;188
Sul;Paraná;Feminino;61 a 70;AE-Condutor Moto/Carreta;63
Sul;Paraná;Feminino;61 a 70;B-Condutor Carro;134.824
Sul;Paraná;Feminino;61 a 70;C-Condutor Caminhão;751
Sul;Paraná;Feminino;61 a 70;D-Condutor Ônibus;797
Sul;Paraná;Feminino;61 a 70;E-Condutor Carreta;64
Sul;Paraná;Feminino;61 a 70;XB-Condutor Ciclomotor/Carro;2
Sul;Paraná;Feminino;61 a 70;XE-Condutor Ciclomotor/Carreta;1
Sul;Paraná;Feminino;71 a 80;A-Condutor Moto;50
Sul;Paraná;Feminino;71 a 80;AB-Condutor Moto/Carro;1.436
Sul;Paraná;Feminino;71 a 80;AC-Condutor Moto/Caminhão;45
Sul;Paraná;Feminino;71 a 80;AD-Condutor Moto/Ônibus;22
Sul;Paraná;Feminino;71 a 80;AE-Condutor Moto/Carreta;8
Sul;Paraná;Feminino;71 a 80;B-Condutor Carro;51.649
Sul;Paraná;Feminino;71 a 80;C-Condutor Caminhão;274
Sul;Paraná;Feminino;71 a 80;D-Condutor Ônibus;145
Sul;Paraná;Feminino;71 a 80;E-Condutor Carreta;14
Sul;Paraná;Feminino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Paraná;Feminino;81 a 90;A-Condutor Moto;6
Sul;Paraná;Feminino;81 a 90;AB-Condutor Moto/Carro;118
Sul;Paraná;Feminino;81 a 90;AC-Condutor Moto/Caminhão;7
Sul;Paraná;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Sul;Paraná;Feminino;81 a 90;B-Condutor Carro;13.593
Sul;Paraná;Feminino;81 a 90;C-Condutor Caminhão;64
Sul;Paraná;Feminino;81 a 90;D-Condutor Ônibus;43
Sul;Paraná;Feminino;91 a 100;AB-Condutor Moto/Carro;7
Sul;Paraná;Feminino;91 a 100;B-Condutor Carro;2.218
Sul;Paraná;Feminino;91 a 100;C-Condutor Caminhão;9
Sul;Paraná;Feminino;91 a 100;D-Condutor Ônibus;5
Sul;Paraná;Feminino;101 a 120;AB-Condutor Moto/Carro;2
Sul;Paraná;Feminino;101 a 120;B-Condutor Carro;102
Sul;Paraná;Feminino;101 a 120;C-Condutor Caminhão;1
Sul;Rio Grande do Sul;Masculino;18 a 21;A-Condutor Moto;7.993
Sul;Rio Grande do Sul;Masculino;18 a 21;AB-Condutor Moto/Carro;38.442
Sul;Rio Grande do Sul;Masculino;18 a 21;AC-Condutor Moto/Caminhão;1.113
Sul;Rio Grande do Sul;Masculino;18 a 21;AD-Condutor Moto/Ônibus;261
Sul;Rio Grande do Sul;Masculino;18 a 21;AE-Condutor Moto/Carreta;36
Sul;Rio Grande do Sul;Masculino;18 a 21;B-Condutor Carro;59.291
Sul;Rio Grande do Sul;Masculino;18 a 21;C-Condutor Caminhão;717
Sul;Rio Grande do Sul;Masculino;18 a 21;D-Condutor Ônibus;146
Sul;Rio Grande do Sul;Masculino;18 a 21;E-Condutor Carreta;32
Sul;Rio Grande do Sul;Masculino;22 a 25;A-Condutor Moto;12.439
Sul;Rio Grande do Sul;Masculino;22 a 25;AB-Condutor Moto/Carro;76.873
Sul;Rio Grande do Sul;Masculino;22 a 25;AC-Condutor Moto/Caminhão;2.426
Sul;Rio Grande do Sul;Masculino;22 a 25;AD-Condutor Moto/Ônibus;6.288
Sul;Rio Grande do Sul;Masculino;22 a 25;AE-Condutor Moto/Carreta;1.256
Sul;Rio Grande do Sul;Masculino;22 a 25;B-Condutor Carro;107.242
Sul;Rio Grande do Sul;Masculino;22 a 25;C-Condutor Caminhão;1.473
Sul;Rio Grande do Sul;Masculino;22 a 25;D-Condutor Ônibus;3.181
Sul;Rio Grande do Sul;Masculino;22 a 25;E-Condutor Carreta;575
Sul;Rio Grande do Sul;Masculino;22 a 25;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;26 a 30;A-Condutor Moto;13.740
Sul;Rio Grande do Sul;Masculino;26 a 30;AB-Condutor Moto/Carro;131.005
Sul;Rio Grande do Sul;Masculino;26 a 30;AC-Condutor Moto/Caminhão;5.198
Sul;Rio Grande do Sul;Masculino;26 a 30;AD-Condutor Moto/Ônibus;20.070
Sul;Rio Grande do Sul;Masculino;26 a 30;AE-Condutor Moto/Carreta;5.721
Sul;Rio Grande do Sul;Masculino;26 a 30;B-Condutor Carro;133.941
Sul;Rio Grande do Sul;Masculino;26 a 30;C-Condutor Caminhão;2.010
Sul;Rio Grande do Sul;Masculino;26 a 30;D-Condutor Ônibus;7.398
Sul;Rio Grande do Sul;Masculino;26 a 30;E-Condutor Carreta;1.759
Sul;Rio Grande do Sul;Masculino;26 a 30;X-Condutor Ciclomotor;1
Sul;Rio Grande do Sul;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;31 a 40;A-Condutor Moto;21.185
Sul;Rio Grande do Sul;Masculino;31 a 40;AB-Condutor Moto/Carro;285.046
Sul;Rio Grande do Sul;Masculino;31 a 40;AC-Condutor Moto/Caminhão;9.867
Sul;Rio Grande do Sul;Masculino;31 a 40;AD-Condutor Moto/Ônibus;74.753
Sul;Rio Grande do Sul;Masculino;31 a 40;AE-Condutor Moto/Carreta;25.681
Sul;Rio Grande do Sul;Masculino;31 a 40;B-Condutor Carro;270.844
Sul;Rio Grande do Sul;Masculino;31 a 40;C-Condutor Caminhão;5.209
Sul;Rio Grande do Sul;Masculino;31 a 40;D-Condutor Ônibus;28.718
Sul;Rio Grande do Sul;Masculino;31 a 40;E-Condutor Carreta;9.444
Sul;Rio Grande do Sul;Masculino;31 a 40;X-Condutor Ciclomotor;1
Sul;Rio Grande do Sul;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;2
Sul;Rio Grande do Sul;Masculino;31 a 40;XD-Condutor Ciclomotor/Ônibus;1
Sul;Rio Grande do Sul;Masculino;41 a 50;A-Condutor Moto;12.721
Sul;Rio Grande do Sul;Masculino;41 a 50;AB-Condutor Moto/Carro;196.959
Sul;Rio Grande do Sul;Masculino;41 a 50;AC-Condutor Moto/Caminhão;28.159
Sul;Rio Grande do Sul;Masculino;41 a 50;AD-Condutor Moto/Ônibus;59.083
Sul;Rio Grande do Sul;Masculino;41 a 50;AE-Condutor Moto/Carreta;27.756
Sul;Rio Grande do Sul;Masculino;41 a 50;B-Condutor Carro;230.992
Sul;Rio Grande do Sul;Masculino;41 a 50;C-Condutor Caminhão;13.181
Sul;Rio Grande do Sul;Masculino;41 a 50;D-Condutor Ônibus;31.440
Sul;Rio Grande do Sul;Masculino;41 a 50;E-Condutor Carreta;12.237
Sul;Rio Grande do Sul;Masculino;41 a 50;X-Condutor Ciclomotor;6
Sul;Rio Grande do Sul;Masculino;51 a 60;A-Condutor Moto;9.373
Sul;Rio Grande do Sul;Masculino;51 a 60;AB-Condutor Moto/Carro;180.118
Sul;Rio Grande do Sul;Masculino;51 a 60;AC-Condutor Moto/Caminhão;53.090
Sul;Rio Grande do Sul;Masculino;51 a 60;AD-Condutor Moto/Ônibus;38.991
Sul;Rio Grande do Sul;Masculino;51 a 60;AE-Condutor Moto/Carreta;19.256
Sul;Rio Grande do Sul;Masculino;51 a 60;B-Condutor Carro;202.029
Sul;Rio Grande do Sul;Masculino;51 a 60;C-Condutor Caminhão;30.837
Sul;Rio Grande do Sul;Masculino;51 a 60;D-Condutor Ônibus;23.445
Sul;Rio Grande do Sul;Masculino;51 a 60;E-Condutor Carreta;10.751
Sul;Rio Grande do Sul;Masculino;51 a 60;X-Condutor Ciclomotor;7
Sul;Rio Grande do Sul;Masculino;51 a 60;XB-Condutor Ciclomotor/Carro;4
Sul;Rio Grande do Sul;Masculino;61 a 70;A-Condutor Moto;3.384
Sul;Rio Grande do Sul;Masculino;61 a 70;AB-Condutor Moto/Carro;96.941
Sul;Rio Grande do Sul;Masculino;61 a 70;AC-Condutor Moto/Caminhão;20.234
Sul;Rio Grande do Sul;Masculino;61 a 70;AD-Condutor Moto/Ônibus;17.794
Sul;Rio Grande do Sul;Masculino;61 a 70;AE-Condutor Moto/Carreta;6.905
Sul;Rio Grande do Sul;Masculino;61 a 70;B-Condutor Carro;224.049
Sul;Rio Grande do Sul;Masculino;61 a 70;C-Condutor Caminhão;36.422
Sul;Rio Grande do Sul;Masculino;61 a 70;D-Condutor Ônibus;25.116
Sul;Rio Grande do Sul;Masculino;61 a 70;E-Condutor Carreta;11.715
Sul;Rio Grande do Sul;Masculino;61 a 70;X-Condutor Ciclomotor;3
Sul;Rio Grande do Sul;Masculino;71 a 80;A-Condutor Moto;987
Sul;Rio Grande do Sul;Masculino;71 a 80;AB-Condutor Moto/Carro;35.072
Sul;Rio Grande do Sul;Masculino;71 a 80;AC-Condutor Moto/Caminhão;3.521
Sul;Rio Grande do Sul;Masculino;71 a 80;AD-Condutor Moto/Ônibus;3.622
Sul;Rio Grande do Sul;Masculino;71 a 80;AE-Condutor Moto/Carreta;1.026
Sul;Rio Grande do Sul;Masculino;71 a 80;B-Condutor Carro;172.560
Sul;Rio Grande do Sul;Masculino;71 a 80;C-Condutor Caminhão;15.494
Sul;Rio Grande do Sul;Masculino;71 a 80;D-Condutor Ônibus;10.918
Sul;Rio Grande do Sul;Masculino;71 a 80;E-Condutor Carreta;3.788
Sul;Rio Grande do Sul;Masculino;71 a 80;X-Condutor Ciclomotor;1
Sul;Rio Grande do Sul;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Sul;Rio Grande do Sul;Masculino;81 a 90;A-Condutor Moto;277
Sul;Rio Grande do Sul;Masculino;81 a 90;AB-Condutor Moto/Carro;9.151
Sul;Rio Grande do Sul;Masculino;81 a 90;AC-Condutor Moto/Caminhão;723
Sul;Rio Grande do Sul;Masculino;81 a 90;AD-Condutor Moto/Ônibus;602
Sul;Rio Grande do Sul;Masculino;81 a 90;AE-Condutor Moto/Carreta;104
Sul;Rio Grande do Sul;Masculino;81 a 90;B-Condutor Carro;100.037
Sul;Rio Grande do Sul;Masculino;81 a 90;C-Condutor Caminhão;6.469
Sul;Rio Grande do Sul;Masculino;81 a 90;D-Condutor Ônibus;3.769
Sul;Rio Grande do Sul;Masculino;81 a 90;E-Condutor Carreta;794
Sul;Rio Grande do Sul;Masculino;91 a 100;A-Condutor Moto;48
Sul;Rio Grande do Sul;Masculino;91 a 100;AB-Condutor Moto/Carro;1.468
Sul;Rio Grande do Sul;Masculino;91 a 100;AC-Condutor Moto/Caminhão;59
Sul;Rio Grande do Sul;Masculino;91 a 100;AD-Condutor Moto/Ônibus;40
Sul;Rio Grande do Sul;Masculino;91 a 100;AE-Condutor Moto/Carreta;3
Sul;Rio Grande do Sul;Masculino;91 a 100;B-Condutor Carro;37.556
Sul;Rio Grande do Sul;Masculino;91 a 100;C-Condutor Caminhão;970
Sul;Rio Grande do Sul;Masculino;91 a 100;D-Condutor Ônibus;437
Sul;Rio Grande do Sul;Masculino;91 a 100;E-Condutor Carreta;71
Sul;Rio Grande do Sul;Masculino;101 a 120;A-Condutor Moto;3
Sul;Rio Grande do Sul;Masculino;101 a 120;AB-Condutor Moto/Carro;99
Sul;Rio Grande do Sul;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Sul;Rio Grande do Sul;Masculino;101 a 120;B-Condutor Carro;4.734
Sul;Rio Grande do Sul;Masculino;101 a 120;C-Condutor Caminhão;29
Sul;Rio Grande do Sul;Masculino;101 a 120;D-Condutor Ônibus;15
Sul;Rio Grande do Sul;Masculino;101 a 120;E-Condutor Carreta;1
Sul;Rio Grande do Sul;Feminino;18 a 21;A-Condutor Moto;3.848
Sul;Rio Grande do Sul;Feminino;18 a 21;AB-Condutor Moto/Carro;11.483
Sul;Rio Grande do Sul;Feminino;18 a 21;AC-Condutor Moto/Caminhão;16
Sul;Rio Grande do Sul;Feminino;18 a 21;AD-Condutor Moto/Ônibus;6
Sul;Rio Grande do Sul;Feminino;18 a 21;AE-Condutor Moto/Carreta;2
Sul;Rio Grande do Sul;Feminino;18 a 21;B-Condutor Carro;39.453
Sul;Rio Grande do Sul;Feminino;18 a 21;C-Condutor Caminhão;8
Sul;Rio Grande do Sul;Feminino;18 a 21;D-Condutor Ônibus;4
Sul;Rio Grande do Sul;Feminino;18 a 21;X-Condutor Ciclomotor;1
Sul;Rio Grande do Sul;Feminino;22 a 25;A-Condutor Moto;8.326
Sul;Rio Grande do Sul;Feminino;22 a 25;AB-Condutor Moto/Carro;30.785
Sul;Rio Grande do Sul;Feminino;22 a 25;AC-Condutor Moto/Caminhão;44
Sul;Rio Grande do Sul;Feminino;22 a 25;AD-Condutor Moto/Ônibus;148
Sul;Rio Grande do Sul;Feminino;22 a 25;AE-Condutor Moto/Carreta;21
Sul;Rio Grande do Sul;Feminino;22 a 25;B-Condutor Carro;87.508
Sul;Rio Grande do Sul;Feminino;22 a 25;C-Condutor Caminhão;39
Sul;Rio Grande do Sul;Feminino;22 a 25;D-Condutor Ônibus;151
Sul;Rio Grande do Sul;Feminino;22 a 25;E-Condutor Carreta;4
